Floral Healing|Fairy|Status|10|-1|-1
High Horsepower|Ground|Physical|10|95|95
Strength Sap|Grass|Status|10|-1|100
Solar Blade|Grass|Physical|10|125|100
Leafage|Grass|Physical|40|40|100
Spotlight|Normal|Status|15|-1|-1
Toxic Thread|Poison|Status|20|-1|100
Laser Focus|Normal|Status|30|-1|-1
Gear Up|Steel|Status|20|-1|-1
Throat Chop|Dark|Physical|15|80|100
Pollen Puff|Bug|Special|15|90|100
Anchor Shot|Steel|Physical|20|80|100
Psychic Terrain|Psychic|Status|10|-1|-1
Lunge|Bug|Physical|15|80|100
Fire Lash|Fire|Physical|15|80|100
Power Trip|Dark|Physical|10|20|100
Burn Up|Fire|Special|5|130|100
Speed Swap|Psychic|Status|10|-1|-1
Smart Strike|Steel|Physical|10|70|-1
Purify|Poison|Status|20|-1|-1
Revelation Dance|Normal|Special|15|90|100
Core Enforcer|Dragon|Special|10|100|100
Trop Kick|Grass|Physical|15|70|100
Instruct|Psychic|Status|15|-1|-1
Beak Blast|Flying|Physical|15|100|100
Clanging Scales|Dragon|Special|5|110|100
Dragon Hammer|Dragon|Physical|15|90|100
Brutal Swing|Dark|Physical|20|60|100
Aurora Veil|Ice|Status|20|-1|-1
Sinister Arrow Raid|Ghost|Physical|1|180|-1
Malicious Moonsault|Dark|Physical|1|180|-1
Oceanic Operetta|Water|Special|1|195|-1
Guardian of Alola|Fairy|Special|1|-1|-1
Soul-Stealing 7-Star Strike|Ghost|Physical|1|195|-1
Stoked Sparksurfer|Electric|Special|1|175|-1
Pulverizing Pancake|Normal|Physical|1|210|-1
Extreme Evoboost|Normal|Status|1|-1|-1
Genesis Supernova|Psychic|Special|1|185|-1
Shell Trap|Fire|Special|5|150|100
Fleur Cannon|Fairy|Special|5|130|90
Psychic Fangs|Psychic|Physical|10|85|100
Stomping Tantrum|Ground|Physical|10|75|100
Shadow Bone|Ghost|Physical|10|85|100
Accelerock|Rock|Physical|20|40|100
Liquidation|Water|Physical|10|85|100
Prismatic Laser|Psychic|Special|10|160|100
Spectral Thief|Ghost|Physical|10|90|100
Sunsteel Strike|Steel|Physical|5|100|100
Moongeist Beam|Ghost|Special|5|100|100
Tearful Look|Normal|Status|20|-1|-1
Zing Zap|Electric|Physical|10|80|100
Nature's Madness|Fairy|Special|10|-1|90
Multi-Attack|Normal|Physical|10|120|100
10,000,000 Volt Thunderbolt|Electric|Special|1|195|-1
Mind Blown|Fire|Special|5|150|100
Plasma Fists|Electric|Physical|15|100|100
Photon Geyser|Psychic|Special|5|100|100
Light That Burns the Sky|Psychic|Special|1|200|-1
Searing Sunraze Smash|Steel|Physical|1|200|-1
Menacing Moonraze Maelstrom|Ghost|Special|1|200|-1
Let's Snuggle Forever|Fairy|Physical|1|190|-1
Splintered Stormshards|Rock|Physical|1|190|-1
Clangorous Soulblaze|Dragon|Special|1|185|-1
Zippy Zap|Electric|Physical|15|50|100
Splishy Splash|Water|Special|15|90|100
Floaty Fall|Flying|Physical|15|90|95
Pika Papow|Electric|Special|20|-1|-1
Bouncy Bubble|Water|Special|15|90|100
Buzzy Buzz|Electric|Special|15|90|100
Sizzly Slide|Fire|Physical|15|90|100
Glitzy Glow|Psychic|Special|15|90|100
Baddy Bad|Dark|Special|15|90|100
Sappy Seed|Grass|Physical|15|90|100
Freezy Frost|Ice|Special|15|90|100
Sparkly Swirl|Fairy|Special|15|90|100
Veevee Volley|Normal|Physical|20|-1|-1
Double Iron Bash|Steel|Physical|5|60|100
Max Guard|Normal|Status|10|-1|-1
Dynamax Cannon|Dragon|Special|5|100|100
Snipe Shot|Water|Special|15|80|100
Jaw Lock|Dark|Physical|10|80|100
Stuff Cheeks|Normal|Status|10|-1|-1
No Retreat|Fighting|Status|5|-1|-1
Tar Shot|Rock|Status|15|-1|100
Magic Powder|Psychic|Status|20|-1|100
Dragon Darts|Dragon|Physical|10|50|100
Teatime|Normal|Status|10|-1|-1
Octolock|Fighting|Status|15|-1|100
Bolt Beak|Electric|Physical|10|85|100
Fishious Rend|Water|Physical|10|85|100
Court Change|Normal|Status|10|-1|100
Max Flare|Fire|???|10|-1|-1
Max Flutterby|Bug|???|10|-1|-1
Max Lightning|Electric|???|10|-1|-1
Max Strike|Normal|???|10|-1|-1
Max Knuckle|Fighting|???|10|-1|-1
Max Phantasm|Ghost|???|10|-1|-1
Max Hailstorm|Ice|???|10|-1|-1
Max Ooze|Poison|???|10|-1|-1
Max Geyser|Water|???|10|-1|-1
Max Airstream|Flying|???|10|-1|-1
Max Starfall|Fairy|???|10|-1|-1
Max Wyrmwind|Dragon|???|10|-1|-1
Max Mindstorm|Psychic|???|10|-1|-1
Max Rockfall|Rock|???|10|-1|-1
Max Quake|Ground|???|10|-1|-1
Max Darkness|Dark|???|10|-1|-1
Max Overgrowth|Grass|???|10|-1|-1
Max Steelspike|Steel|???|10|-1|-1
Clangorous Soul|Dragon|Status|5|-1|100
Body Press|Fighting|Physical|10|80|100
Decorate|Fairy|Status|15|-1|-1
Drum Beating|Grass|Physical|10|80|100
Snap Trap|Grass|Physical|15|35|100
Pyro Ball|Fire|Physical|5|120|90
Behemoth Blade|Steel|Physical|5|100|100
Behemoth Bash|Steel|Physical|5|100|100
Aura Wheel|Electric|Physical|10|110|100
Breaking Swipe|Dragon|Physical|15|60|100
Branch Poke|Grass|Physical|40|40|100
Overdrive|Electric|Special|10|80|100
Apple Acid|Grass|Special|10|80|100
Grav Apple|Grass|Physical|10|80|100
Spirit Break|Fairy|Physical|15|75|100
Strange Steam|Fairy|Special|10|90|95
Life Dew|Water|Status|10|-1|-1
Obstruct|Dark|Status|10|-1|100
False Surrender|Dark|Physical|10|80|-1
Meteor Assault|Fighting|Physical|5|150|100
Eternabeam|Dragon|Special|5|160|90
Steel Beam|Steel|Special|5|140|95
Expanding Force|Psychic|Special|10|80|100
Steel Roller|Steel|Physical|5|130|100
Scale Shot|Dragon|Physical|20|25|90
Meteor Beam|Rock|Special|10|120|90
Shell Side Arm|Poison|Special|10|90|100
Misty Explosion|Fairy|Special|5|100|100
Grassy Glide|Grass|Physical|20|70|100
Rising Voltage|Electric|Special|20|70|100
Terrain Pulse|Normal|Special|10|50|100
Skitter Smack|Bug|Physical|10|70|90
Burning Jealousy|Fire|Special|5|70|100
Lash Out|Dark|Physical|5|75|100
Poltergeist|Ghost|Physical|5|110|90
Corrosive Gas|Poison|Status|40|-1|100
Coaching|Fighting|Status|10|-1|-1
Flip Turn|Water|Physical|20|60|100
Triple Axel|Ice|Physical|10|20|90
Dual Wingbeat|Flying|Physical|10|40|90
Scorching Sands|Ground|Special|10|70|100
Jungle Healing|Grass|Status|10|-1|-1
Wicked Blow|Dark|Physical|5|80|100
Surging Strikes|Water|Physical|5|25|100
Thunder Cage|Electric|Special|15|80|90
Dragon Energy|Dragon|Special|5|150|100
Freezing Glare|Psychic|Special|10|90|100
Fiery Wrath|Dark|Special|10|90|100
Thunderous Kick|Fighting|Physical|10|90|100
Glacial Lance|Ice|Physical|5|130|100
Astral Barrage|Ghost|Special|5|120|100
Eerie Spell|Psychic|Special|5|80|100
